Year    IndustryIndustryIndustryUnits   VariableVariableVariableValue   Industry_code_ANZSIC06
    2013Level 3 MN11    ProfessiDollars H07     Non-operFinancia     422ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H08     Total exFinancia   25078ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H09     InterestFinancia     962ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H10     IndirectFinancia      74ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H11     DepreciaFinancia     619ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H12     SalariesFinancia   10011ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H13     RedundanFinancia      24ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H19     PurchaseFinancia   12706ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H20     Non-operFinancia     705ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H21     Opening Financia     508ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H22     Closing Financia     515ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H23     Surplus Financia    5214ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H24     Total asFinancia   52002ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H25     Current Financia   24583ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H26     Fixed taFinancia    3848ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H27     AdditionFinancia    1013ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H28     DisposalFinancia     558ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H29     Other asFinancia   23572ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H30     Total eqFinancia   52002ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H31     ShareholFinancia   20259ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H32     Current Financia   21321ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H33     Other liFinancia   10422ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H34     Total inFinancia  251200ANZSIC06 division M
    2013Level 3 MN11    ProfessiDollars H35     Surplus Financia   43300ANZSIC06 division M
    2013Level 3 MN11    ProfessiPercentaH36     Current Financia     115ANZSIC06 division M
    2013Level 3 MN11    ProfessiPercentaH37     Quick raFinancia     113ANZSIC06 division M
    2013Level 3 MN11    ProfessiPercentaH39     Return oFinancia      26ANZSIC06 division M
    2013Level 3 MN11    ProfessiPercentaH40     Return oFinancia      10ANZSIC06 division M
    2013Level 3 MN11    ProfessiPercentaH41     LiabilitFinancia      39ANZSIC06 division M
    2013Level 4 MN211   Travel ADollars H01     Total inFinancia     705ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H04     Sales ofFinancia     684ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H05     InterestFinancia      13ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H06     GovernmeFinanciaC       ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H07     Non-operFinanciaC       ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H08     Total exFinancia     668ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H09     InterestFinancia       4ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H10     IndirectFinancia       4ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H11     DepreciaFinancia      17ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H12     SalariesFinancia     314ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H13     RedundanFinancia       0ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H19     PurchaseFinancia     322ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H20     Non-operFinancia       7ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H21     Opening Financia       3ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H22     Closing Financia       3ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H23     Surplus Financia      37ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H24     Total asFinancia     743ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H25     Current Financia     545ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H26     Fixed taFinancia      74ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H27     AdditionFinancia      15ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H28     DisposalFinancia       5ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H29     Other asFinancia     124ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H30     Total eqFinancia     743ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H31     ShareholFinancia     195ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H32     Current Financia     484ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H33     Other liFinancia      64ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H34     Total inFinancia  118000ANZSIC06 group N722
    2013Level 4 MN211   Travel ADollars H35     Surplus Financia    6100ANZSIC06 group N722
    2013Level 4 MN211   Travel APercentaH36     Current Financia     113ANZSIC06 group N722
    2013Level 4 MN211   Travel APercentaH37     Quick raFinancia     112ANZSIC06 group N722
    2013Level 4 MN211   Travel APercentaH39     Return oFinancia      19ANZSIC06 group N722
    2013Level 4 MN211   Travel APercentaH40     Return oFinancia       5ANZSIC06 group N722
    2013Level 4 MN211   Travel APercentaH41     LiabilitFinancia      26ANZSIC06 group N722
    2013Level 4 MN212   EmploymeDollars H01     Total inFinancia    5418ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H04     Sales ofFinancia    5220ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H05     InterestFinancia     121ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H06     GovernmeFinancia      41ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H07     Non-operFinancia      36ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H08     Total exFinancia    5024ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H09     InterestFinancia      70ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H10     IndirectFinancia      14ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H11     DepreciaFinancia      87ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H12     SalariesFinancia    1849ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H13     RedundanFinancia       5ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H19     PurchaseFinancia    2940ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H20     Non-operFinancia      64ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H21     Opening Financia      34ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H22     Closing Financia      36ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H23     Surplus Financia     396ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H24     Total asFinancia    4040ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H25     Current Financia    1920ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H26     Fixed taFinancia    1007ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H27     AdditionFinancia     260ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H28     DisposalFinancia      83ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H29     Other asFinancia    1114ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H30     Total eqFinancia    4040ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H31     ShareholFinancia    1835ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H32     Current Financia    1376ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H33     Other liFinancia     830ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H34     Total inFinancia   99900ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymeDollars H35     Surplus Financia    7300ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymePercentaH36     Current Financia     140ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymePercentaH37     Quick raFinancia     137ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymePercentaH39     Return oFinancia      22ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymePercentaH40     Return oFinancia      10ANZSIC06 groups N721 and N729
    2013Level 4 MN212   EmploymePercentaH41     LiabilitFinancia      45ANZSIC06 groups N721 and N729
    2013Level 4 MN213   BuildingDollars H01     Total inFinancia    2553ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H04     Sales ofFinancia    2532ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H05     InterestFinancia      10ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H06     GovernmeFinanciaC       ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H07     Non-operFinanciaC       ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H08     Total exFinancia    2370ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H09     InterestFinancia      35ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H10     IndirectFinancia       7ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H11     DepreciaFinancia      81ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H12     SalariesFinancia     956ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H13     RedundanFinancia       2ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H19     PurchaseFinancia    1214ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H20     Non-operFinancia      77ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H21     Opening Financia      57ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H22     Closing Financia      43ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H23     Surplus Financia     169ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H24     Total asFinancia    1624ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H25     Current Financia     536ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H26     Fixed taFinancia     794ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H27     AdditionFinancia     196ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H28     DisposalFinancia      69ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H29     Other asFinancia     295ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H30     Total eqFinancia    1624ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H31     ShareholFinancia     641ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H32     Current Financia     526ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H33     Other liFinancia     457ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H34     Total inFinancia   76700ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingDollars H35     Surplus Financia    5100ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingPercentaH36     Current Financia     102ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingPercentaH37     Quick raFinancia      94ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingPercentaH39     Return oFinancia      26ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingPercentaH40     Return oFinancia      10ANZSIC06 groups N731 and N732
    2013Level 4 MN213   BuildingPercentaH41     LiabilitFinancia      39ANZSIC06 groups N731 and N732
    2013Level 3 MN21    AdministDollars H01     Total inFinancia    8675ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H04     Sales ofFinancia    8436ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H05     InterestFinancia     143ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H06     GovernmeFinancia      45ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H07     Non-operFinancia      51ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H08     Total exFinancia    8062ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H09     InterestFinancia     109ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H10     IndirectFinancia      24ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H11     DepreciaFinancia     185ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H12     SalariesFinancia    3120ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H13     RedundanFinancia       7ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H19     PurchaseFinancia    4476ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H20     Non-operFinancia     148ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H21     Opening Financia      94ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H22     Closing Financia      82ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H23     Surplus Financia     601ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H24     Total asFinancia    6408ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H25     Current Financia    3001ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H26     Fixed taFinancia    1875ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H27     AdditionFinancia     470ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H28     DisposalFinancia     157ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H29     Other asFinancia    1532ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H30     Total eqFinancia    6408ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H31     ShareholFinancia    2670ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H32     Current Financia    2387ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H33     Other liFinancia    1351ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H34     Total inFinancia   92800ANZSIC06 division N
    2013Level 3 MN21    AdministDollars H35     Surplus Financia    6400ANZSIC06 division N
    2013Level 3 MN21    AdministPercentaH36     Current Financia     126ANZSIC06 division N
    2013Level 3 MN21    AdministPercentaH37     Quick raFinancia     122ANZSIC06 division N
    2013Level 3 MN21    AdministPercentaH39     Return oFinancia      23ANZSIC06 division N
    2013Level 3 MN21    AdministPercentaH40     Return oFinancia       9ANZSIC06 division N
    2013Level 3 MN21    AdministPercentaH41     LiabilitFinancia      42ANZSIC06 division N
    2013Level 1 MN      ProfessiDollars H01     Total inFinancia   38960ANZSIC06 divisions M and N
    2013Level 1 MN      ProfessiDollars H04     Sales ofFinancia   35492ANZSIC06 divisions M and N
    2013Level 1 MN      ProfessiDollars H05     InterestFinancia    2786ANZSIC06 divisions M and N
    2013Level 1 MN      ProfessiDollars H06     GovernmeFinancia     209ANZSIC06 divisions M and N
